Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP03685,Chennai,Dubai,Air,Automotive Parts,13915.0,41.52,10700,LCL,102.88,Normal,Carrier_E,22,540871
SHP03686,Chennai,Colombo,Sea,Automotive Parts,2603.0,6.94,1175,40FT,85.83,Normal,Carrier_C,5,30470
SHP03687,Pune,Colombo,Road,Automotive Parts,6273.0,12.89,1971,AIR_CARGO,86.44,Normal,Carrier_C,4,47768
SHP03688,Delhi,Shanghai,Sea,Chemicals,4355.0,8.84,6186,40FT,97.82,Normal,Carrier_B,10,81467
SHP03689,Mumbai,Shanghai,Sea,Electronics,4627.0,8.77,3320,40FT,82.73,Normal,Carrier_A,6,48537
SHP03690,Pune,Colombo,Sea,Chemicals,3294.0,3.25,1431,40FT_HC,89.6,Normal,Carrier_A,8,40336
SHP03691,Delhi,Shanghai,Air,Textiles,4639.0,10.31,3427,40FT_HC,77.32,Normal,Carrier_B,9,136397
SHP03692,Delhi,Singapore,Sea,Pharmaceuticals,1023.0,1.68,1204,AIR_CARGO,113.1,Normal,Carrier_C,6,40226
SHP03693,Bengaluru,Singapore,Air,Automotive Parts,2454.0,8.24,6594,40FT_HC,87.69,Normal,Carrier_B,16,203219
SHP03694,Pune,New York,Sea,Pharmaceuticals,1635.0,1.8,6138,AIR_CARGO,109.0,Normal,Carrier_B,12,78509
SHP03695,Chennai,New York,Sea,Machinery,1548.0,11.73,573,LCL,96.2,Normal,Carrier_A,2,32249
SHP03696,Chennai,New York,Sea,Food Products,983.0,0.5,6049,LCL,84.13,Normal,Carrier_D,13,48197
SHP03697,Kolkata,London,Road,Food Products,1775.0,4.82,6478,40FT,82.74,Peak,Carrier_C,15,73290
SHP03698,Hyderabad,London,Air,Chemicals,2232.0,2.32,7466,LCL,102.8,Normal,Carrier_E,18,255286
SHP03699,Pune,Hamburg,Road,Chemicals,2818.0,4.55,11656,40FT_HC,113.59,Peak,Carrier_B,27,217104
SHP03700,Delhi,Los Angeles,Sea,Machinery,2480.0,4.79,11801,20FT,82.32,Normal,Carrier_A,25,73024
SHP03701,Pune,Dubai,Sea,Automotive Parts,4955.0,12.61,6560,40FT,79.62,Normal,Carrier_D,16,56601
SHP03702,Delhi,Singapore,Air,Pharmaceuticals,1396.0,6.54,10220,AIR_CARGO,90.48,Normal,Carrier_C,24,242327
SHP03703,Mumbai,Jebel Ali,Sea,Furniture,707.0,0.5,1479,LCL,90.75,Normal,Carrier_B,4,37606
SHP03704,Pune,Dubai,Air,Pharmaceuticals,3532.0,2.42,6608,40FT,107.25,Peak,Carrier_A,16,311399
SHP03705,Ahmedabad,Dubai,Road,Electronics,2425.0,11.25,8307,40FT,93.76,Normal,Carrier_B,18,105430
SHP03706,Ahmedabad,Jebel Ali,Road,Textiles,2393.0,1.79,6994,40FT,77.5,Normal,Carrier_E,16,71859
SHP03707,Chennai,Rotterdam,Air,Food Products,1573.0,2.76,3153,LCL,111.83,Normal,Carrier_C,7,154755
SHP03708,Mumbai,Colombo,Sea,Textiles,4514.0,10.97,1221,AIR_CARGO,89.93,Normal,Carrier_C,1,35492
SHP03709,Bengaluru,Los Angeles,Sea,Electronics,1904.0,4.12,4947,40FT,101.74,Normal,Carrier_C,12,66804
SHP03710,Kolkata,Hamburg,Road,Chemicals,1408.0,0.5,7948,40FT,101.7,Normal,Carrier_C,17,106576
SHP03711,Mumbai,New York,Sea,Pharmaceuticals,7423.0,21.12,11905,40FT,77.25,Peak,Carrier_A,22,86281
SHP03712,Chennai,Jebel Ali,Air,Food Products,3919.0,0.5,3220,LCL,75.14,Normal,Carrier_E,8,113795
SHP03713,Bengaluru,London,Air,Textiles,2436.0,9.72,11055,40FT_HC,78.52,Normal,Carrier_B,20,232942
SHP03714,Delhi,New York,Sea,Furniture,511.0,5.84,1285,AIR_CARGO,113.26,Normal,Carrier_A,3,41032
SHP03715,Bengaluru,Shanghai,Road,Chemicals,2145.0,8.72,11206,40FT,106.76,Peak,Carrier_D,21,191847
SHP03716,Hyderabad,Jebel Ali,Sea,Electronics,2465.0,4.65,10072,40FT,80.28,Normal,Carrier_C,18,65524
SHP03717,Pune,New York,Sea,Furniture,6473.0,15.93,741,40FT,99.59,Normal,Carrier_C,2,51145
SHP03718,Mumbai,Colombo,Sea,Textiles,802.0,0.5,3929,LCL,99.48,Normal,Carrier_B,11,51957
SHP03719,Chennai,Colombo,Sea,Furniture,6893.0,16.69,1086,40FT_HC,75.02,Normal,Carrier_C,7,34332
SHP03720,Mumbai,Colombo,Sea,Pharmaceuticals,3321.0,10.42,11948,40FT,92.16,Normal,Carrier_C,28,93655
SHP03721,Delhi,New York,Sea,Automotive Parts,1140.0,0.5,5420,40FT,103.47,Normal,Carrier_B,11,71279
SHP03722,Ahmedabad,Colombo,Air,Furniture,4552.0,10.3,8115,LCL,82.47,Normal,Carrier_E,19,224763
SHP03723,Delhi,Singapore,Road,Chemicals,2134.0,3.17,3193,AIR_CARGO,109.04,Peak,Carrier_A,8,80521
SHP03724,Chennai,London,Sea,Electronics,849.0,6.71,11238,AIR_CARGO,101.41,Normal,Carrier_E,22,97530
SHP03725,Hyderabad,Hamburg,Sea,Textiles,1873.0,0.7,3653,40FT_HC,75.28,Normal,Carrier_B,9,41868
SHP03726,Kolkata,Jebel Ali,Road,Pharmaceuticals,2951.0,9.53,3492,AIR_CARGO,109.2,Peak,Carrier_C,11,86611
SHP03727,Pune,Dubai,Sea,Automotive Parts,2603.0,5.99,4118,40FT,75.78,Normal,Carrier_C,8,47585
SHP03728,Pune,New York,Sea,Automotive Parts,3798.0,8.55,5819,LCL,110.52,Peak,Carrier_E,12,89382
SHP03729,Bengaluru,New York,Sea,Electronics,5102.0,14.77,713,40FT,88.35,Normal,Carrier_D,2,44505
SHP03730,Bengaluru,London,Sea,Machinery,1224.0,1.38,7375,40FT,102.95,Normal,Carrier_A,14,80809
SHP03731,Delhi,Rotterdam,Sea,Pharmaceuticals,2466.0,6.28,864,40FT_HC,106.5,Off_Peak,Carrier_C,6,34919
SHP03732,Mumbai,Los Angeles,Road,Pharmaceuticals,1682.0,8.45,6701,AIR_CARGO,86.25,Off_Peak,Carrier_B,13,66682
SHP03733,Ahmedabad,Shanghai,Sea,Food Products,1110.0,0.5,5766,AIR_CARGO,89.26,Normal,Carrier_E,11,53241
SHP03734,Mumbai,Jebel Ali,Sea,Electronics,2417.0,6.84,3289,AIR_CARGO,95.38,Normal,Carrier_A,9,44432
SHP03735,Hyderabad,Rotterdam,Sea,Automotive Parts,3310.0,11.41,4292,40FT,98.31,Normal,Carrier_D,10,63764
SHP03736,Kolkata,Shanghai,Sea,Automotive Parts,3439.0,10.06,8615,LCL,86.68,Normal,Carrier_C,17,59092
SHP03737,Pune,Los Angeles,Air,Furniture,1934.0,9.73,610,LCL,114.7,Normal,Carrier_E,6,100708
SHP03738,Mumbai,Dubai,Air,Electronics,1298.0,2.61,4141,40FT,104.48,Normal,Carrier_C,8,161035
SHP03739,Pune,New York,Air,Machinery,1644.0,6.6,8323,20FT,85.97,Peak,Carrier_E,17,236593
SHP03740,Bengaluru,Colombo,Sea,Food Products,738.0,6.17,2251,40FT,100.62,Peak,Carrier_D,2,50240
SHP03741,Pune,London,Road,Textiles,1154.0,0.5,6944,AIR_CARGO,92.41,Normal,Carrier_B,14,81240
SHP03742,Ahmedabad,Jebel Ali,Air,Electronics,1221.0,1.28,2443,40FT,109.41,Peak,Carrier_B,4,156189
SHP03743,Pune,London,Air,Food Products,4331.0,11.83,2280,20FT,88.16,Normal,Carrier_A,4,131098
SHP03744,Mumbai,Hamburg,Sea,Pharmaceuticals,4328.0,13.99,9381,40FT,82.51,Off_Peak,Carrier_C,15,54807
SHP03745,Ahmedabad,Dubai,Sea,Food Products,9979.0,24.73,3565,AIR_CARGO,76.85,Peak,Carrier_C,7,48057
SHP03746,Pune,Hamburg,Sea,Furniture,2923.0,12.55,4821,40FT_HC,114.37,Normal,Carrier_C,11,74647
SHP03747,Kolkata,Los Angeles,Air,Chemicals,1825.0,2.21,8895,LCL,89.37,Normal,Carrier_B,18,230700
SHP03748,Bengaluru,Los Angeles,Sea,Automotive Parts,2520.0,1.06,2564,20FT,83.82,Normal,Carrier_A,6,37410
SHP03749,Pune,Singapore,Sea,Furniture,2240.0,8.51,6615,40FT_HC,94.67,Off_Peak,Carrier_B,13,63974
SHP03750,Ahmedabad,Los Angeles,Road,Textiles,1658.0,3.5,11055,LCL,86.67,Off_Peak,Carrier_E,21,95534
SHP03751,Mumbai,Rotterdam,Road,Electronics,3078.0,3.98,6869,40FT_HC,84.32,Peak,Carrier_C,14,85403
SHP03752,Bengaluru,Rotterdam,Road,Furniture,2835.0,13.58,1062,40FT,99.66,Peak,Carrier_E,4,52579
SHP03753,Delhi,Colombo,Sea,Automotive Parts,2369.0,8.63,7282,40FT,77.99,Off_Peak,Carrier_D,16,48362
SHP03754,Delhi,New York,Air,Chemicals,2065.0,7.52,1537,LCL,95.36,Off_Peak,Carrier_E,4,95470
SHP03755,Hyderabad,London,Sea,Furniture,3770.0,15.35,3744,LCL,90.5,Normal,Carrier_E,8,42464
SHP03756,Delhi,New York,Sea,Chemicals,1744.0,2.6,10271,40FT,96.3,Peak,Carrier_E,22,99571
SHP03757,Mumbai,New York,Sea,Furniture,1924.0,10.23,627,40FT,87.82,Normal,Carrier_B,4,36317
SHP03758,Kolkata,Rotterdam,Sea,Automotive Parts,3404.0,9.78,1386,LCL,97.81,Normal,Carrier_E,4,38522
SHP03759,Bengaluru,London,Sea,Machinery,4825.0,9.13,4679,LCL,78.27,Off_Peak,Carrier_C,13,40891
SHP03760,Ahmedabad,Colombo,Air,Food Products,4547.0,10.8,11993,LCL,90.05,Normal,Carrier_A,24,325722
SHP03761,Chennai,Dubai,Sea,Electronics,2112.0,5.77,3856,AIR_CARGO,84.5,Normal,Carrier_D,9,49159
SHP03762,Delhi,Singapore,Air,Electronics,1099.0,7.07,2309,AIR_CARGO,92.52,Normal,Carrier_C,6,90621
SHP03763,Delhi,Rotterdam,Sea,Electronics,2071.0,0.5,6818,40FT,90.93,Normal,Carrier_A,15,60340
SHP03764,Chennai,Hamburg,Sea,Automotive Parts,2622.0,0.5,6471,AIR_CARGO,100.25,Normal,Carrier_C,12,68042
SHP03765,Ahmedabad,Singapore,Sea,Pharmaceuticals,1212.0,0.5,5671,20FT,100.15,Peak,Carrier_E,9,72510
SHP03766,Ahmedabad,Dubai,Sea,Machinery,2046.0,4.6,11387,40FT,91.53,Normal,Carrier_D,23,98059
SHP03767,Chennai,Los Angeles,Sea,Textiles,5479.0,15.9,3722,20FT,82.26,Normal,Carrier_C,10,40781
SHP03768,Ahmedabad,New York,Sea,Chemicals,2752.0,4.72,3873,40FT_HC,98.28,Normal,Carrier_D,7,60871
SHP03769,Mumbai,Jebel Ali,Sea,Automotive Parts,1759.0,5.86,2113,20FT,113.66,Off_Peak,Carrier_B,8,48454
SHP03770,Ahmedabad,Colombo,Sea,Pharmaceuticals,2547.0,12.48,8519,40FT_HC,82.42,Normal,Carrier_B,14,64673
SHP03771,Bengaluru,New York,Sea,Textiles,2640.0,0.5,4196,20FT,77.76,Normal,Carrier_E,9,44261
SHP03772,Ahmedabad,Los Angeles,Road,Chemicals,1961.0,4.12,9732,40FT_HC,85.58,Normal,Carrier_E,23,102289
SHP03773,Pune,Dubai,Sea,Chemicals,4130.0,19.51,11675,40FT_HC,91.52,Normal,Carrier_B,24,98211
SHP03774,Pune,Hamburg,Air,Machinery,762.0,0.5,1002,40FT,87.25,Normal,Carrier_C,3,63896
SHP03775,Delhi,Colombo,Air,Food Products,3397.0,4.82,11921,LCL,108.39,Normal,Carrier_A,24,404804
SHP03776,Kolkata,Colombo,Road,Electronics,1722.0,6.18,3422,LCL,94.72,Off_Peak,Carrier_A,11,49304
SHP03777,Mumbai,Dubai,Air,Furniture,4933.0,9.63,5331,40FT,84.85,Normal,Carrier_B,9,197238
SHP03778,Mumbai,Singapore,Sea,Textiles,1092.0,6.9,9444,40FT_HC,113.01,Normal,Carrier_A,22,111706
SHP03779,Ahmedabad,Shanghai,Air,Automotive Parts,4601.0,20.86,8151,LCL,80.0,Peak,Carrier_C,16,227152
SHP03780,Kolkata,New York,Road,Textiles,1497.0,3.86,9452,LCL,79.92,Normal,Carrier_A,21,80014
SHP03781,Kolkata,Singapore,Sea,Food Products,3082.0,18.29,5863,20FT,84.81,Normal,Carrier_A,11,59430
SHP03782,Hyderabad,Rotterdam,Sea,Electronics,1848.0,2.59,11035,AIR_CARGO,78.07,Normal,Carrier_B,25,73098
SHP03783,Kolkata,Dubai,Sea,Textiles,5202.0,11.72,9584,40FT,105.07,Peak,Carrier_D,19,125263
SHP03784,Ahmedabad,Rotterdam,Air,Food Products,2208.0,1.42,4056,AIR_CARGO,87.51,Off_Peak,Carrier_D,7,133239
SHP03785,Ahmedabad,Hamburg,Air,Automotive Parts,1563.0,1.92,11408,40FT_HC,104.19,Peak,Carrier_C,24,375470
SHP03786,Chennai,Singapore,Sea,Machinery,6207.0,13.82,11552,20FT,105.51,Normal,Carrier_D,26,126364
SHP03787,Delhi,Jebel Ali,Sea,Pharmaceuticals,2084.0,6.62,5273,LCL,84.5,Peak,Carrier_E,14,48473
SHP03788,Pune,Shanghai,Sea,Chemicals,3509.0,3.37,7998,20FT,95.73,Normal,Carrier_B,17,81467
SHP03789,Hyderabad,Dubai,Sea,Automotive Parts,4603.0,8.89,9870,40FT,95.78,Normal,Carrier_D,22,94934
SHP03790,Ahmedabad,Dubai,Road,Electronics,1411.0,1.39,9899,40FT_HC,109.85,Normal,Carrier_A,19,136941
SHP03791,Chennai,Shanghai,Sea,Chemicals,3289.0,11.41,662,20FT,76.03,Normal,Carrier_D,4,19757
SHP03792,Hyderabad,Colombo,Sea,Pharmaceuticals,3591.0,9.02,7734,20FT,87.67,Normal,Carrier_B,17,65648
SHP03793,Delhi,Los Angeles,Sea,Automotive Parts,914.0,2.64,11698,20FT,110.3,Normal,Carrier_A,17,109049
SHP03794,Hyderabad,Hamburg,Air,Furniture,3084.0,7.68,3160,LCL,84.47,Normal,Carrier_A,6,115696
SHP03795,Chennai,Singapore,Sea,Automotive Parts,1986.0,0.5,9650,40FT_HC,80.48,Normal,Carrier_B,20,64212
SHP03796,Bengaluru,Dubai,Air,Automotive Parts,7166.0,23.49,6644,LCL,98.05,Off_Peak,Carrier_C,14,254460
SHP03797,Pune,Dubai,Sea,Furniture,4390.0,6.75,3047,20FT,87.24,Normal,Carrier_C,7,45154
SHP03798,Ahmedabad,Shanghai,Sea,Automotive Parts,3326.0,11.48,1087,LCL,93.69,Peak,Carrier_B,4,45120
SHP03799,Pune,Jebel Ali,Sea,Chemicals,663.0,0.68,9239,LCL,107.8,Off_Peak,Carrier_B,21,83762
SHP03800,Delhi,Shanghai,Sea,Electronics,3339.0,5.5,4139,40FT,95.83,Off_Peak,Carrier_B,10,57681
SHP03801,Mumbai,Shanghai,Sea,Pharmaceuticals,1524.0,7.8,4819,AIR_CARGO,95.64,Normal,Carrier_A,6,56642
SHP03802,Delhi,New York,Road,Food Products,4411.0,5.73,6080,AIR_CARGO,86.13,Normal,Carrier_A,17,77257
SHP03803,Delhi,Singapore,Air,Textiles,2253.0,0.93,6333,40FT,106.71,Normal,Carrier_B,10,252267
SHP03804,Delhi,Colombo,Road,Furniture,1784.0,4.88,2871,40FT,104.59,Normal,Carrier_A,9,58303
SHP03805,Bengaluru,Shanghai,Sea,Machinery,1882.0,5.23,8212,LCL,84.36,Off_Peak,Carrier_E,14,55423
SHP03806,Ahmedabad,Jebel Ali,Road,Furniture,1965.0,7.96,8464,LCL,87.8,Normal,Carrier_B,20,88086
SHP03807,Chennai,Colombo,Sea,Pharmaceuticals,1041.0,5.34,2136,40FT_HC,106.55,Normal,Carrier_A,5,51883
SHP03808,Ahmedabad,London,Sea,Textiles,1134.0,2.42,6628,AIR_CARGO,89.31,Peak,Carrier_C,15,69296
SHP03809,Mumbai,Singapore,Sea,Textiles,2010.0,5.2,7506,LCL,91.14,Normal,Carrier_B,12,64851
SHP03810,Chennai,Dubai,Sea,Machinery,6870.0,15.78,2642,40FT_HC,89.58,Normal,Carrier_B,8,54647
SHP03811,Hyderabad,London,Air,Pharmaceuticals,3978.0,15.14,10786,AIR_CARGO,81.47,Peak,Carrier_B,22,296347
SHP03812,Hyderabad,Colombo,Sea,Chemicals,4216.0,6.11,6052,40FT_HC,88.64,Normal,Carrier_D,14,70525
SHP03813,Hyderabad,Colombo,Sea,Electronics,5444.0,13.09,1823,40FT_HC,107.12,Normal,Carrier_B,7,70340
SHP03814,Chennai,Singapore,Sea,Machinery,3001.0,10.22,4346,40FT,94.64,Normal,Carrier_C,10,57656
SHP03815,Kolkata,Los Angeles,Sea,Electronics,1858.0,8.86,5985,20FT,93.33,Peak,Carrier_A,12,64967
SHP03816,Bengaluru,New York,Sea,Chemicals,1914.0,1.89,617,20FT,81.25,Normal,Carrier_B,2,25244
SHP03817,Kolkata,Dubai,Sea,Textiles,1462.0,0.5,867,20FT,82.1,Peak,Carrier_E,3,27203
SHP03818,Ahmedabad,London,Air,Electronics,4235.0,5.12,1138,40FT_HC,76.72,Normal,Carrier_A,6,87003
SHP03819,Hyderabad,Shanghai,Air,Chemicals,1360.0,1.87,6689,LCL,75.56,Normal,Carrier_C,12,118402
SHP03820,Bengaluru,Hamburg,Sea,Chemicals,9728.0,24.18,4365,20FT,94.52,Normal,Carrier_D,6,68070
SHP03821,Chennai,Los Angeles,Sea,Food Products,1390.0,1.42,10771,LCL,91.37,Off_Peak,Carrier_C,20,63897
SHP03822,Hyderabad,Dubai,Sea,Machinery,5535.0,15.98,6931,AIR_CARGO,86.02,Normal,Carrier_D,16,69125
SHP03823,Chennai,Hamburg,Air,Food Products,5555.0,12.96,9239,20FT,114.6,Normal,Carrier_A,18,404276
SHP03824,Bengaluru,New York,Sea,Furniture,3751.0,11.37,8402,40FT_HC,90.92,Normal,Carrier_D,18,78436
SHP03825,Chennai,Hamburg,Sea,Textiles,7168.0,17.66,6484,40FT,106.55,Normal,Carrier_A,10,81044
SHP03826,Chennai,Shanghai,Sea,Machinery,2201.0,0.5,9064,40FT_HC,83.42,Normal,Carrier_C,13,62596
SHP03827,Mumbai,Hamburg,Sea,Textiles,2717.0,1.87,6764,LCL,84.88,Normal,Carrier_C,15,47134
SHP03828,Ahmedabad,Los Angeles,Sea,Food Products,2893.0,11.52,4933,AIR_CARGO,97.74,Normal,Carrier_D,13,68713
SHP03829,Kolkata,Rotterdam,Air,Pharmaceuticals,3669.0,4.99,5512,40FT_HC,75.16,Normal,Carrier_E,9,144641
SHP03830,Pune,Los Angeles,Sea,Chemicals,766.0,5.23,10143,40FT,75.7,Normal,Carrier_C,21,56909
SHP03831,Kolkata,Shanghai,Sea,Textiles,2333.0,6.06,6978,40FT,80.69,Normal,Carrier_D,17,64315
SHP03832,Kolkata,London,Air,Machinery,4367.0,6.46,4839,AIR_CARGO,83.92,Off_Peak,Carrier_B,11,156210
SHP03833,Delhi,Rotterdam,Air,Furniture,1963.0,7.67,2567,20FT,96.11,Normal,Carrier_A,8,122573
SHP03834,Mumbai,New York,Sea,Machinery,8935.0,19.36,6197,40FT_HC,102.45,Normal,Carrier_B,14,94787
SHP03835,Pune,Los Angeles,Sea,Textiles,2717.0,7.08,3403,40FT_HC,87.48,Normal,Carrier_B,8,47069
SHP03836,Hyderabad,Rotterdam,Sea,Machinery,3493.0,7.48,11489,40FT,84.56,Normal,Carrier_B,25,82194
SHP03837,Hyderabad,Colombo,Road,Furniture,6851.0,5.5,6146,LCL,107.91,Off_Peak,Carrier_D,17,113445
SHP03838,Hyderabad,Los Angeles,Sea,Chemicals,2719.0,9.17,603,40FT_HC,81.51,Normal,Carrier_C,2,24465
SHP03839,Kolkata,Rotterdam,Road,Pharmaceuticals,6779.0,19.21,1568,40FT,102.13,Normal,Carrier_B,5,75727
SHP03840,Ahmedabad,Singapore,Air,Chemicals,3652.0,6.72,3770,LCL,112.25,Off_Peak,Carrier_D,7,207870
SHP03841,Kolkata,London,Sea,Machinery,3657.0,11.28,1560,20FT,84.29,Off_Peak,Carrier_C,5,29064
SHP03842,Pune,Dubai,Sea,Furniture,1403.0,0.5,10781,20FT,78.48,Normal,Carrier_A,21,70661
SHP03843,Ahmedabad,Hamburg,Sea,Furniture,5132.0,8.81,10325,40FT,114.19,Normal,Carrier_C,23,112923
SHP03844,Mumbai,Rotterdam,Sea,Textiles,1686.0,4.97,11665,40FT,85.83,Normal,Carrier_C,26,84331
SHP03845,Ahmedabad,Dubai,Sea,Food Products,2215.0,2.49,8624,20FT,86.03,Normal,Carrier_B,19,70321
SHP03846,Pune,Los Angeles,Air,Machinery,5668.0,12.98,7923,40FT,94.35,Normal,Carrier_D,18,310628
SHP03847,Chennai,Dubai,Road,Machinery,1970.0,0.93,11120,AIR_CARGO,84.24,Normal,Carrier_E,21,105661
SHP03848,Kolkata,Colombo,Sea,Machinery,3134.0,2.32,11384,40FT_HC,114.71,Normal,Carrier_A,21,124053
SHP03849,Hyderabad,Jebel Ali,Air,Machinery,2414.0,6.58,10591,AIR_CARGO,76.72,Normal,Carrier_D,22,219300
SHP03850,Chennai,Jebel Ali,Sea,Textiles,2469.0,6.75,10407,LCL,93.06,Normal,Carrier_B,21,86996
SHP03851,Kolkata,London,Sea,Food Products,2269.0,5.48,8225,40FT,96.93,Normal,Carrier_D,21,86952
SHP03852,Bengaluru,Rotterdam,Sea,Food Products,1275.0,1.87,518,40FT,93.68,Normal,Carrier_E,1,31395
SHP03853,Delhi,Colombo,Sea,Electronics,3563.0,5.67,5439,LCL,95.82,Normal,Carrier_A,13,58437
SHP03854,Kolkata,Hamburg,Road,Machinery,3775.0,4.66,7810,40FT_HC,114.5,Off_Peak,Carrier_C,17,121828
SHP03855,Bengaluru,New York,Air,Machinery,1713.0,0.5,6792,20FT,110.08,Normal,Carrier_A,13,247409
SHP03856,Pune,Shanghai,Sea,Electronics,1875.0,2.05,9943,AIR_CARGO,87.34,Normal,Carrier_E,18,78792
SHP03857,Mumbai,London,Sea,Food Products,4526.0,14.86,9917,40FT_HC,97.06,Normal,Carrier_A,19,96090
SHP03858,Bengaluru,Shanghai,Sea,Furniture,2106.0,5.94,7385,20FT,75.01,Normal,Carrier_A,12,49078
SHP03859,Mumbai,Jebel Ali,Sea,Furniture,2655.0,7.76,753,20FT,91.38,Normal,Carrier_B,6,35614
SHP03860,Kolkata,Singapore,Air,Automotive Parts,1410.0,0.5,4747,40FT,81.55,Normal,Carrier_C,16,118827
SHP03861,Mumbai,New York,Air,Chemicals,2399.0,6.45,3131,LCL,103.45,Normal,Carrier_E,7,158749
SHP03862,Bengaluru,New York,Sea,Automotive Parts,1414.0,4.71,4396,40FT,83.84,Normal,Carrier_B,9,39144
SHP03863,Ahmedabad,Shanghai,Sea,Food Products,1687.0,10.36,7599,LCL,104.96,Normal,Carrier_A,13,76599
SHP03864,Delhi,Singapore,Sea,Pharmaceuticals,1521.0,3.55,1264,40FT,87.53,Off_Peak,Carrier_A,2,27006
SHP03865,Chennai,Los Angeles,Sea,Machinery,4382.0,8.86,756,AIR_CARGO,112.03,Normal,Carrier_D,2,50565
SHP03866,Chennai,Dubai,Sea,Automotive Parts,1053.0,0.5,5524,40FT,92.82,Normal,Carrier_B,14,59001
SHP03867,Delhi,London,Sea,Textiles,2973.0,7.32,9626,AIR_CARGO,108.58,Normal,Carrier_E,26,104063
SHP03868,Hyderabad,Colombo,Air,Furniture,2162.0,4.37,853,40FT_HC,100.13,Normal,Carrier_E,2,100862
SHP03869,Chennai,New York,Air,Textiles,6196.0,19.24,10264,40FT_HC,114.1,Normal,Carrier_E,19,461315
SHP03870,Pune,Shanghai,Sea,Electronics,4149.0,13.49,4915,40FT,104.71,Normal,Carrier_E,9,71814
SHP03871,Kolkata,Dubai,Sea,Food Products,1117.0,0.5,1860,40FT_HC,104.11,Normal,Carrier_A,6,48406
SHP03872,Hyderabad,Jebel Ali,Sea,Food Products,1737.0,4.05,7026,20FT,85.59,Normal,Carrier_A,15,51425
SHP03873,Kolkata,Colombo,Sea,Automotive Parts,2477.0,15.69,11452,AIR_CARGO,95.19,Normal,Carrier_B,23,90965
SHP03874,Bengaluru,Shanghai,Air,Machinery,1736.0,0.5,6739,LCL,86.6,Off_Peak,Carrier_C,13,150706
SHP03875,Pune,London,Sea,Food Products,4512.0,10.0,8396,AIR_CARGO,75.77,Normal,Carrier_E,20,60372
SHP03876,Bengaluru,Hamburg,Sea,Automotive Parts,2792.0,9.66,9889,40FT,103.42,Peak,Carrier_A,22,109990
SHP03877,Hyderabad,New York,Sea,Automotive Parts,2205.0,4.3,9692,40FT_HC,84.43,Normal,Carrier_B,21,77946
SHP03878,Hyderabad,Jebel Ali,Road,Chemicals,4730.0,9.97,1341,40FT_HC,90.89,Peak,Carrier_E,5,52471
SHP03879,Pune,London,Sea,Chemicals,1163.0,0.89,9021,20FT,86.39,Normal,Carrier_C,18,64712
SHP03880,Pune,Rotterdam,Sea,Food Products,2104.0,0.75,11419,40FT_HC,82.99,Normal,Carrier_E,21,74814
SHP03881,Hyderabad,Jebel Ali,Sea,Automotive Parts,2937.0,6.32,8558,40FT,77.68,Peak,Carrier_D,19,68091
SHP03882,Hyderabad,Colombo,Air,Electronics,2281.0,9.54,10119,40FT,88.52,Off_Peak,Carrier_E,21,228127
SHP03883,Mumbai,Rotterdam,Road,Electronics,332.0,0.5,6084,LCL,78.27,Normal,Carrier_D,14,57603
SHP03884,Ahmedabad,Jebel Ali,Sea,Chemicals,3116.0,8.49,4169,AIR_CARGO,96.61,Normal,Carrier_C,6,54984
SHP03885,Hyderabad,Shanghai,Road,Food Products,3466.0,12.57,8277,AIR_CARGO,75.78,Normal,Carrier_D,18,81232
SHP03886,Pune,Hamburg,Road,Furniture,1295.0,3.0,6160,AIR_CARGO,112.6,Normal,Carrier_C,13,97478
SHP03887,Ahmedabad,Dubai,Road,Machinery,605.0,0.5,10796,LCL,113.66,Normal,Carrier_B,20,155141
SHP03888,Hyderabad,Hamburg,Sea,Pharmaceuticals,1609.0,6.53,11705,LCL,87.19,Peak,Carrier_D,25,101201
SHP03889,Bengaluru,Hamburg,Sea,Furniture,2190.0,1.61,9928,LCL,85.41,Peak,Carrier_E,20,78594
SHP03890,Kolkata,Shanghai,Sea,Electronics,2327.0,7.23,11916,20FT,79.18,Normal,Carrier_E,28,73378
SHP03891,Ahmedabad,Singapore,Air,Electronics,696.0,0.99,4506,LCL,111.2,Peak,Carrier_B,11,203883
SHP03892,Bengaluru,Jebel Ali,Sea,Furniture,2853.0,7.04,10801,40FT_HC,98.47,Peak,Carrier_A,21,108975
SHP03893,Chennai,Dubai,Air,Chemicals,4880.0,18.33,4294,20FT,99.4,Off_Peak,Carrier_C,10,190181
SHP03894,Pune,Los Angeles,Sea,Chemicals,4656.0,15.71,1857,40FT_HC,110.83,Normal,Carrier_A,3,64873
SHP03895,Mumbai,Shanghai,Air,Food Products,5532.0,19.1,7646,AIR_CARGO,111.43,Normal,Carrier_A,18,351444
SHP03896,Mumbai,Singapore,Air,Chemicals,1136.0,0.5,5732,40FT,108.13,Peak,Carrier_B,13,252270
SHP03897,Kolkata,Shanghai,Sea,Textiles,4427.0,6.45,11100,AIR_CARGO,105.94,Peak,Carrier_B,23,132320
SHP03898,Hyderabad,Singapore,Air,Pharmaceuticals,1362.0,5.11,6160,LCL,110.09,Normal,Carrier_D,11,239704
SHP03899,Bengaluru,Hamburg,Sea,Furniture,4176.0,11.24,11168,40FT,110.04,Peak,Carrier_D,24,139039
